Dz,Dx,method
0.55,0.20093927,random-direction
0.55,0.19809194,random-direction
0.55,0.15842254,random-direction
0.55,0.1725148,random-direction
0.55,0.21985514,random-direction
0.55,0.20481429,random-direction
0.55,0.2586396,random-direction
0.55,0.1559749,random-direction
0.55,0.19165823,random-direction
0.55,0.18188636,random-direction
0.55,0.23541422,random-direction
0.55,0.19657901,random-direction
0.55,0.23191532,random-direction
0.55,0.18496856,random-direction
0.55,0.1799145,random-direction
0.55,0.29528552,random-direction
0.55,0.23125342,random-direction
0.55,0.2876698,random-direction
0.55,0.1870397,random-direction
0.55,0.2409106,random-direction
0.55,0.107293606,random-direction
0.55,0.2286478,random-direction
0.55,0.24723038,random-direction
0.55,0.19653854,random-direction
0.55,0.1489615,random-direction
0.55,0.16721421,random-direction
0.55,0.18880726,random-direction
0.55,0.2226413,random-direction
0.55,0.25318506,random-direction
0.55,0.23318818,random-direction
0.55,0.23931405,random-direction
0.55,0.23457639,random-direction
0.55,0.2624154,random-direction
0.55,0.21000604,random-direction
0.55,0.2184844,random-direction
0.55,0.1782344,random-direction
0.55,0.33102408,random-direction
0.55,0.23466161,random-direction
0.55,0.28961715,random-direction
0.55,0.19531682,random-direction
0.55,0.17140062,random-direction
0.55,0.1410999,random-direction
0.55,0.16880833,random-direction
0.55,0.2505611,random-direction
0.55,0.22154157,random-direction
0.55,0.29148155,random-direction
0.55,0.17305091,random-direction
0.55,0.21570568,random-direction
0.55,0.1593849,random-direction
0.55,0.14602417,random-direction
0.55,0.17787266,random-direction
0.55,0.21492498,random-direction
0.55,0.22052939,random-direction
0.55,0.1544182,random-direction
0.55,0.22887659,random-direction
0.55,0.17404719,random-direction
0.55,0.21325377,random-direction
0.55,0.14615169,random-direction
0.55,0.2464956,random-direction
0.55,0.20132616,random-direction
0.55,0.36734664,random-direction
0.55,0.18669096,random-direction
0.55,0.17881744,random-direction
0.55,0.23310485,random-direction
0.55,0.22058623,random-direction
0.55,0.24282293,random-direction
0.55,0.19455922,random-direction
0.55,0.20904994,random-direction
0.55,0.3024103,random-direction
0.55,0.23663974,random-direction
0.55,0.13564727,random-direction
0.55,0.3274655,random-direction
0.55,0.21660003,random-direction
0.55,0.29650825,random-direction
0.55,0.24554157,random-direction
0.55,0.13991156,random-direction
0.55,0.2526701,random-direction
0.55,0.16633418,random-direction
0.55,0.38468814,random-direction
0.55,0.18658501,random-direction
0.55,0.1784673,random-direction
0.55,0.28540343,random-direction
0.55,0.16287357,random-direction
0.55,0.14520182,random-direction
0.55,0.26018023,random-direction
0.55,0.2355049,random-direction
0.55,0.23707998,random-direction
0.55,0.24886294,random-direction
0.55,0.18166548,random-direction
0.55,0.21660161,random-direction
0.55,0.28646785,random-direction
0.59,0.24858192,random-direction
0.59,0.24432877,random-direction
0.59,0.16536482,random-direction
0.59,0.23290476,random-direction
0.59,0.50167763,random-direction
0.59,0.23443997,random-direction
0.59,0.28848305,random-direction
0.59,0.24725465,random-direction
0.59,0.21509056,random-direction
0.59,0.20219746,random-direction
0.59,0.19509558,random-direction
0.59,0.28119662,random-direction
0.59,0.21516272,random-direction
0.59,0.21855454,random-direction
0.59,0.28192812,random-direction
0.59,0.21340284,random-direction
0.59,0.23437345,random-direction
0.59,0.21245822,random-direction
0.59,0.20063877,random-direction
0.59,0.14735085,random-direction
0.59,0.1903573,random-direction
0.59,0.27986774,random-direction
0.59,0.19838017,random-direction
0.59,0.21530113,random-direction
0.59,0.3315033,random-direction
0.59,0.2177188,random-direction
0.59,0.4451963,random-direction
0.59,0.23819213,random-direction
0.59,0.19155668,random-direction
0.59,0.17848155,random-direction
0.59,0.19409472,random-direction
0.59,0.23155685,random-direction
0.59,0.23568925,random-direction
0.59,0.37989315,random-direction
0.59,0.30555794,random-direction
0.59,0.20389585,random-direction
0.59,0.23412149,random-direction
0.59,0.17621765,random-direction
0.59,0.21851878,random-direction
0.59,0.21186869,random-direction
0.59,0.25875288,random-direction
0.59,0.19295084,random-direction
0.59,0.25970134,random-direction
0.59,0.22176094,random-direction
0.59,0.1936368,random-direction
0.59,0.21996722,random-direction
0.59,0.2942822,random-direction
0.59,0.20811045,random-direction
0.59,0.16829836,random-direction
0.59,0.1821276,random-direction
0.59,0.2824747,random-direction
0.59,0.259719,random-direction
0.59,0.17683876,random-direction
0.59,0.3279359,random-direction
0.59,0.2710437,random-direction
0.59,0.2749058,random-direction
0.59,0.28668714,random-direction
0.59,0.2585202,random-direction
0.59,0.2572598,random-direction
0.59,0.19712833,random-direction
0.59,0.19037029,random-direction
0.59,0.31660607,random-direction
0.59,0.28936532,random-direction
0.59,0.24292943,random-direction
0.59,0.25369757,random-direction
0.59,0.20783241,random-direction
0.59,0.31296074,random-direction
0.59,0.25367898,random-direction
0.59,0.19035175,random-direction
0.59,0.31302607,random-direction
0.59,0.18544562,random-direction
0.59,0.22832616,random-direction
0.59,0.28706157,random-direction
0.59,0.22666898,random-direction
0.59,0.20825148,random-direction
0.59,0.20921615,random-direction
0.59,0.22029781,random-direction
0.59,0.17200556,random-direction
0.59,0.2685328,random-direction
0.59,0.20470044,random-direction
0.59,0.2649999,random-direction
0.59,0.24530753,random-direction
0.59,0.15842898,random-direction
0.59,0.23441994,random-direction
0.59,0.162653,random-direction
0.59,0.2794649,random-direction
0.59,0.28904757,random-direction
0.59,0.2646502,random-direction
0.59,0.2207493,random-direction
0.59,0.25741833,random-direction
0.59,0.30584186,random-direction
0.59,0.1764057,random-direction
0.59,0.16617131,random-direction
0.59,0.16346085,random-direction
0.59,0.2859245,random-direction
0.59,0.20877178,random-direction
0.59,0.27404445,random-direction
0.59,0.15494224,random-direction
0.59,0.27615184,random-direction
0.59,0.18969108,random-direction
0.59,0.2357742,random-direction
0.59,0.18244408,random-direction
0.59,0.18267144,random-direction
0.59,0.1872254,random-direction
0.59,0.21590526,random-direction
0.59,0.22841339,random-direction
0.59,0.28504336,random-direction
0.59,0.25748676,random-direction
0.59,0.33108878,random-direction
0.59,0.113843895,random-direction
0.59,0.16488531,random-direction
0.59,0.19896641,random-direction
0.59,0.21241537,random-direction
0.59,0.178948,random-direction
0.59,0.23166811,random-direction
0.59,0.2327621,random-direction
0.59,0.3044092,random-direction
0.59,0.32214293,random-direction
0.59,0.21840039,random-direction
0.59,0.22986126,random-direction
0.63,0.29347622,random-direction
0.63,0.4561905,random-direction
0.63,0.29329363,random-direction
0.63,0.19847217,random-direction
0.63,0.2506465,random-direction
0.63,0.23041272,random-direction
0.63,0.19341165,random-direction
0.63,0.30801734,random-direction
0.63,0.28878346,random-direction
0.63,0.40083447,random-direction
0.63,0.30892378,random-direction
0.63,0.21494098,random-direction
0.63,0.26353368,random-direction
0.63,0.26075077,random-direction
0.63,0.27073818,random-direction
0.63,0.3689056,random-direction
0.63,0.23854735,random-direction
0.63,0.31726032,random-direction
0.63,0.2140286,random-direction
0.63,0.59591544,random-direction
0.63,0.2587283,random-direction
0.63,0.18129747,random-direction
0.63,0.2401303,random-direction
0.63,0.22888131,random-direction
0.63,0.32127407,random-direction
0.63,0.2271202,random-direction
0.63,0.23279457,random-direction
0.63,0.24251747,random-direction
0.63,0.21654108,random-direction
0.63,0.13731667,random-direction
0.63,0.3003028,random-direction
0.63,0.2895594,random-direction
0.63,0.24258645,random-direction
0.63,0.22006953,random-direction
0.63,0.22239396,random-direction
0.63,0.25219887,random-direction
0.63,0.20523915,random-direction
0.63,0.27751583,random-direction
0.63,0.25371206,random-direction
0.63,0.27633068,random-direction
0.63,0.241797,random-direction
0.63,0.17458048,random-direction
0.63,0.25379032,random-direction
0.63,0.20539275,random-direction
0.63,0.23332441,random-direction
0.63,0.21294919,random-direction
0.63,0.22989158,random-direction
0.63,0.2010988,random-direction
0.63,0.3241225,random-direction
0.63,0.24033563,random-direction
0.63,0.18150902,random-direction
0.63,0.3246059,random-direction
0.63,0.27395692,random-direction
0.63,0.33664364,random-direction
0.63,0.18008491,random-direction
0.63,0.32562894,random-direction
0.63,0.19952515,random-direction
0.63,0.31199884,random-direction
0.63,0.23408087,random-direction
0.63,0.25613427,random-direction
0.63,0.23124203,random-direction
0.63,0.17619447,random-direction
0.63,0.2862301,random-direction
0.63,0.1882124,random-direction
0.63,0.20356753,random-direction
0.63,0.28175035,random-direction
0.63,0.26516098,random-direction
0.63,0.30478212,random-direction
0.63,0.26346502,random-direction
0.63,0.20379296,random-direction
0.63,0.3590022,random-direction
0.63,0.24037978,random-direction
0.63,0.2222785,random-direction
0.63,0.21511829,random-direction
0.63,0.24231243,random-direction
0.63,0.26349434,random-direction
0.63,0.21946895,random-direction
0.63,0.31840295,random-direction
0.63,0.25425112,random-direction
0.63,0.22565718,random-direction
0.63,0.24369983,random-direction
0.63,0.25960273,random-direction
0.63,0.21272309,random-direction
0.63,0.22793563,random-direction
0.63,0.30939072,random-direction
0.63,0.25923255,random-direction
0.63,0.16072622,random-direction
0.63,0.36106646,random-direction
0.63,0.32827434,random-direction
0.63,0.2690932,random-direction
0.63,0.1708385,random-direction
0.63,0.25906053,random-direction
0.63,0.2381781,random-direction
0.63,0.18111666,random-direction
0.63,0.27355868,random-direction
0.63,0.19553238,random-direction
0.63,0.19933377,random-direction
0.63,0.30656898,random-direction
0.63,0.22131558,random-direction
0.63,0.23217651,random-direction
0.63,0.2961013,random-direction
0.63,0.1659068,random-direction
0.63,0.2775964,random-direction
0.63,0.29493108,random-direction
0.63,0.20372364,random-direction
0.63,0.30024618,random-direction
0.63,0.1252097,random-direction
0.63,0.2050279,random-direction
0.63,0.24312028,random-direction
0.63,0.22851567,random-direction
0.63,0.20931494,random-direction
0.63,0.25652662,random-direction
0.63,0.25648355,random-direction
0.63,0.29594287,random-direction
0.63,0.31954464,random-direction
0.63,0.30269226,random-direction
0.63,0.2158082,random-direction
0.63,0.2984395,random-direction
0.63,0.24240217,random-direction
0.63,0.23377709,random-direction
0.68,0.26623783,random-direction
0.68,0.260099,random-direction
0.68,0.24184129,random-direction
0.68,0.2633094,random-direction
0.68,0.27209178,random-direction
0.68,0.33769318,random-direction
0.68,0.16891852,random-direction
0.68,0.3631348,random-direction
0.68,0.1829665,random-direction
0.68,0.18061487,random-direction
0.68,0.15388003,random-direction
0.68,0.3817109,random-direction
0.68,0.33237338,random-direction
0.68,0.6848935,random-direction
0.68,0.17952216,random-direction
0.68,0.23732492,random-direction
0.68,0.25594324,random-direction
0.68,0.23043951,random-direction
0.68,0.3246047,random-direction
0.68,0.28685862,random-direction
0.68,0.280131,random-direction
0.68,0.27365345,random-direction
0.68,0.24100912,random-direction
0.68,0.23698382,random-direction
0.68,0.23741987,random-direction
0.68,0.20594999,random-direction
0.68,0.48975125,random-direction
0.68,0.23185769,random-direction
0.68,0.2643128,random-direction
0.68,0.3080817,random-direction
0.68,0.3318805,random-direction
0.68,0.17631948,random-direction
0.68,0.33682925,random-direction
0.68,0.25702804,random-direction
0.68,0.23011856,random-direction
0.68,0.33040458,random-direction
0.68,0.24563083,random-direction
0.68,0.20181052,random-direction
0.68,0.237873,random-direction
0.68,0.31171647,random-direction
0.68,0.24767347,random-direction
0.68,0.31897822,random-direction
0.68,0.2335809,random-direction
0.68,0.30660546,random-direction
0.68,0.26888698,random-direction
0.68,0.28274256,random-direction
0.68,0.20020187,random-direction
0.68,0.27979547,random-direction
0.68,0.27224165,random-direction
0.68,0.21745305,random-direction
0.68,0.3306712,random-direction
0.68,0.24423902,random-direction
0.68,0.28666264,random-direction
0.68,0.2144481,random-direction
0.68,0.34533826,random-direction
0.68,0.21379773,random-direction
0.68,0.23168027,random-direction
0.68,0.42179856,random-direction
0.68,0.2393014,random-direction
0.68,0.19098455,random-direction
0.68,0.22072232,random-direction
0.68,0.27566668,random-direction
0.68,0.26321322,random-direction
0.68,0.2658278,random-direction
0.68,0.39304167,random-direction
0.68,0.27689886,random-direction
0.68,0.22623523,random-direction
0.68,0.2923153,random-direction
0.68,0.30856147,random-direction
0.68,0.27976376,random-direction
0.68,0.24252109,random-direction
0.68,0.22882323,random-direction
0.68,0.2516775,random-direction
0.68,0.21915734,random-direction
0.68,0.26364574,random-direction
0.68,0.23490898,random-direction
0.68,0.21884978,random-direction
0.68,0.2695077,random-direction
0.68,0.18569367,random-direction
0.68,0.31576937,random-direction
0.68,0.24701731,random-direction
0.68,0.13205634,random-direction
0.68,0.3162478,random-direction
0.68,0.27270213,random-direction
0.68,0.1839981,random-direction
0.68,0.18650821,random-direction
0.68,0.29494965,random-direction
0.68,0.2200217,random-direction
0.68,0.18797235,random-direction
0.68,0.30510387,random-direction
0.68,0.271932,random-direction
0.68,0.23774877,random-direction
0.68,0.4552988,random-direction
0.68,0.28405473,random-direction
0.68,0.29904237,random-direction
0.68,0.321236,random-direction
0.68,0.2395747,random-direction
0.68,0.27959648,random-direction
0.68,0.2013031,random-direction
0.68,0.2887719,random-direction
0.68,0.24413331,random-direction
0.68,0.28741932,random-direction
0.68,0.3208231,random-direction
0.68,0.24447326,random-direction
0.68,0.25764555,random-direction
0.68,0.2041442,random-direction
0.68,0.31185526,random-direction
0.68,0.23100999,random-direction
0.68,0.25615853,random-direction
0.68,0.27416697,random-direction
0.68,0.18192449,random-direction
0.68,0.24925068,random-direction
0.68,0.30621448,random-direction
0.68,0.26662484,random-direction
0.68,0.4066729,random-direction
0.68,0.39709944,random-direction
0.68,0.1850628,random-direction
0.68,0.31691703,random-direction
0.68,0.19533595,random-direction
0.68,0.27469003,random-direction
0.72,0.20608492,random-direction
0.72,0.30303982,random-direction
0.72,0.33506685,random-direction
0.72,0.25882596,random-direction
0.72,0.15199062,random-direction
0.72,0.23731026,random-direction
0.72,0.3051588,random-direction
0.72,0.3906574,random-direction
0.72,0.3416639,random-direction
0.72,0.37086582,random-direction
0.72,0.3865125,random-direction
0.72,0.19595781,random-direction
0.72,0.23371737,random-direction
0.72,0.22752161,random-direction
0.72,0.35040134,random-direction
0.72,0.32416815,random-direction
0.72,0.30513832,random-direction
0.72,0.29739755,random-direction
0.72,0.15065393,random-direction
0.72,0.3019823,random-direction
0.72,0.19679292,random-direction
0.72,0.269696,random-direction
0.72,0.367096,random-direction
0.72,0.2915847,random-direction
0.72,0.2908052,random-direction
0.72,0.274975,random-direction
0.72,0.38685146,random-direction
0.72,0.3322062,random-direction
0.72,0.28041294,random-direction
0.72,0.2727764,random-direction
0.72,0.2857803,random-direction
0.72,0.25922257,random-direction
0.72,0.24742143,random-direction
0.72,0.22126381,random-direction
0.72,0.26736304,random-direction
0.72,0.33274823,random-direction
0.72,0.2572361,random-direction
0.72,0.27449825,random-direction
0.72,0.24310935,random-direction
0.72,0.26929587,random-direction
0.72,0.29069275,random-direction
0.72,0.2748282,random-direction
0.72,0.2601075,random-direction
0.72,0.37358984,random-direction
0.72,0.25752097,random-direction
0.72,0.3591083,random-direction
0.72,0.27542996,random-direction
0.72,0.2538234,random-direction
0.72,0.24820988,random-direction
0.72,0.3663926,random-direction
0.72,0.31820372,random-direction
0.72,0.256271,random-direction
0.72,0.24373893,random-direction
0.72,0.3144918,random-direction
0.72,0.712643,random-direction
0.72,0.28884,random-direction
0.72,0.23208599,random-direction
0.72,0.27697378,random-direction
0.72,0.23960617,random-direction
0.72,0.25117868,random-direction
0.72,0.46973428,random-direction
0.72,0.22863448,random-direction
0.72,0.21076436,random-direction
0.72,0.2546057,random-direction
0.72,0.29589283,random-direction
0.72,0.3159016,random-direction
0.72,0.25805366,random-direction
0.72,0.3020551,random-direction
0.72,0.24374667,random-direction
0.72,0.1963412,random-direction
0.72,0.23142043,random-direction
0.72,0.26485354,random-direction
0.72,0.3154239,random-direction
0.72,0.24806488,random-direction
0.72,0.2884525,random-direction
0.72,0.19912484,random-direction
0.72,0.18098125,random-direction
0.72,0.3626253,random-direction
0.72,0.5820844,random-direction
0.72,0.20498295,random-direction
0.72,0.27200323,random-direction
0.72,0.32165247,random-direction
0.72,0.21245596,random-direction
0.72,0.43432656,random-direction
0.72,0.2350759,random-direction
0.72,0.27495238,random-direction
0.72,0.27206635,random-direction
0.72,0.2509187,random-direction
0.72,0.3312671,random-direction
0.72,0.32219478,random-direction
0.72,0.28275675,random-direction
0.72,0.22585586,random-direction
0.72,0.35097548,random-direction
0.72,0.41484863,random-direction
0.72,0.24300373,random-direction
0.72,0.3531341,random-direction
0.72,0.34871456,random-direction
0.72,0.37231055,random-direction
0.72,0.24814692,random-direction
0.72,0.28610367,random-direction
0.72,0.29347986,random-direction
0.72,0.1865197,random-direction
0.72,0.27660897,random-direction
0.72,0.22149889,random-direction
0.72,0.3520339,random-direction
0.72,0.25801992,random-direction
0.72,0.27245766,random-direction
0.72,0.26727504,random-direction
0.72,0.23687103,random-direction
0.72,0.2606246,random-direction
0.72,0.26585346,random-direction
0.72,0.32662344,random-direction
0.72,0.3673319,random-direction
0.72,0.19149241,random-direction
0.72,0.19076945,random-direction
0.72,0.27815408,random-direction
0.72,0.3610794,random-direction
0.72,0.24532747,random-direction
0.72,0.17865984,random-direction
0.72,0.2908371,random-direction
0.76,0.34172118,random-direction
0.76,0.4088579,random-direction
0.76,0.33170256,random-direction
0.76,0.18429515,random-direction
0.76,0.2573058,random-direction
0.76,0.2691091,random-direction
0.76,0.2421703,random-direction
0.76,0.35682398,random-direction
0.76,0.26415306,random-direction
0.76,0.27680713,random-direction
0.76,0.21949284,random-direction
0.76,0.21727045,random-direction
0.76,0.29789728,random-direction
0.76,0.42095938,random-direction
0.76,0.2642385,random-direction
0.76,0.22932196,random-direction
0.76,0.24611065,random-direction
0.76,0.3402153,random-direction
0.76,0.2349951,random-direction
0.76,0.3042066,random-direction
0.76,0.33750063,random-direction
0.76,0.31810594,random-direction
0.76,0.30779678,random-direction
0.76,0.35223946,random-direction
0.76,0.62262744,random-direction
0.76,0.2609306,random-direction
0.76,0.31582162,random-direction
0.76,0.34211305,random-direction
0.76,0.36064488,random-direction
0.76,0.14489287,random-direction
0.76,0.24599175,random-direction
0.76,0.3049155,random-direction
0.76,0.28768998,random-direction
0.76,0.31726605,random-direction
0.76,0.35412872,random-direction
0.76,0.36612085,random-direction
0.76,0.31266108,random-direction
0.76,0.26971537,random-direction
0.76,0.26095995,random-direction
0.76,0.48836964,random-direction
0.76,0.27964324,random-direction
0.76,0.31866598,random-direction
0.76,0.26090202,random-direction
0.76,0.40241033,random-direction
0.76,0.2713418,random-direction
0.76,0.4497912,random-direction
0.76,0.29362166,random-direction
0.76,0.3769676,random-direction
0.76,0.25502273,random-direction
0.76,0.37598222,random-direction
0.76,0.35393178,random-direction
0.76,0.23185758,random-direction
0.76,0.32562485,random-direction
0.76,0.32255882,random-direction
0.76,0.26851168,random-direction
0.76,0.27193365,random-direction
0.76,0.32060292,random-direction
0.76,0.25563702,random-direction
0.76,0.2198071,random-direction
0.76,0.31741008,random-direction
0.76,0.23034374,random-direction
0.76,0.24275105,random-direction
0.76,0.28971604,random-direction
0.76,0.2193731,random-direction
0.76,0.3640948,random-direction
0.76,0.32146108,random-direction
0.76,0.23128596,random-direction
0.76,0.3734053,random-direction
0.76,0.2952365,random-direction
0.76,0.30636045,random-direction
0.76,0.31976914,random-direction
0.76,0.37737423,random-direction
0.76,0.26547888,random-direction
0.76,0.28560302,random-direction
0.76,0.26187617,random-direction
0.76,0.3869622,random-direction
0.76,0.39157677,random-direction
0.76,0.23156205,random-direction
0.76,0.5861995,random-direction
0.76,0.23961575,random-direction
0.76,0.2503088,random-direction
0.76,0.25442922,random-direction
0.76,0.363768,random-direction
0.76,0.3394127,random-direction
0.76,0.42813617,random-direction
0.76,0.26646864,random-direction
0.76,0.25973165,random-direction
0.76,0.24627104,random-direction
0.76,0.3041221,random-direction
0.76,0.2617623,random-direction
0.76,0.31934246,random-direction
0.76,0.27888447,random-direction
0.76,0.36503202,random-direction
0.76,0.26664582,random-direction
0.76,0.34037998,random-direction
0.76,0.2769351,random-direction
0.76,0.38062638,random-direction
0.76,0.29188114,random-direction
0.76,0.22433019,random-direction
0.76,0.338527,random-direction
0.76,0.24143799,random-direction
0.76,0.19222885,random-direction
0.76,0.35712543,random-direction
0.76,0.32284778,random-direction
0.76,0.2788299,random-direction
0.76,0.26839584,random-direction
0.76,0.39555115,random-direction
0.76,0.26790673,random-direction
0.76,0.25045547,random-direction
0.76,0.20118733,random-direction
0.76,0.35707554,random-direction
0.76,0.3621681,random-direction
0.76,0.31812215,random-direction
0.76,0.33045352,random-direction
0.76,0.37701637,random-direction
0.76,0.20043759,random-direction
0.76,0.19769216,random-direction
0.76,0.33909625,random-direction
0.76,0.30185646,random-direction
0.76,0.26345128,random-direction
0.8,0.30538175,random-direction
0.8,0.23939891,random-direction
0.8,0.26478228,random-direction
0.8,0.2821821,random-direction
0.8,0.2390163,random-direction
0.8,0.2896376,random-direction
0.8,0.21736388,random-direction
0.8,0.16113126,random-direction
0.8,0.35824424,random-direction
0.8,0.32375115,random-direction
0.8,0.2866066,random-direction
0.8,0.28188288,random-direction
0.8,0.36029536,random-direction
0.8,0.2558832,random-direction
0.8,0.19086772,random-direction
0.8,0.27084118,random-direction
0.8,0.2862472,random-direction
0.8,0.32223806,random-direction
0.8,0.41249758,random-direction
0.8,0.6484765,random-direction
0.8,0.26356536,random-direction
0.8,0.2920559,random-direction
0.8,0.26338166,random-direction
0.8,0.4094201,random-direction
0.8,0.2969913,random-direction
0.8,0.48723,random-direction
0.8,0.19966826,random-direction
0.8,0.4261871,random-direction
0.8,0.2855261,random-direction
0.8,0.2742006,random-direction
0.8,0.32626253,random-direction
0.8,0.47432643,random-direction
0.8,0.39641765,random-direction
0.8,0.20711243,random-direction
0.8,0.3104125,random-direction
0.8,0.24713814,random-direction
0.8,0.31010225,random-direction
0.8,0.2630923,random-direction
0.8,0.31007797,random-direction
0.8,0.25157726,random-direction
0.8,0.28347284,random-direction
0.8,0.3957519,random-direction
0.8,0.26145193,random-direction
0.8,0.31443888,random-direction
0.8,0.39161706,random-direction
0.8,0.29479393,random-direction
0.8,0.36063522,random-direction
0.8,0.28044152,random-direction
0.8,0.2791651,random-direction
0.8,0.33482507,random-direction
0.8,0.32612258,random-direction
0.8,0.3285424,random-direction
0.8,0.39762405,random-direction
0.8,0.27314347,random-direction
0.8,0.22984889,random-direction
0.8,0.348155,random-direction
0.8,0.35932285,random-direction
0.8,0.4190517,random-direction
0.8,0.34981263,random-direction
0.8,0.26072904,random-direction
0.8,0.23720829,random-direction
0.8,0.25650147,random-direction
0.8,0.3170828,random-direction
0.8,0.3694924,random-direction
0.8,0.35568875,random-direction
0.8,0.30083653,random-direction
0.8,0.24127886,random-direction
0.8,0.27722055,random-direction
0.8,0.36769292,random-direction
0.8,0.39172012,random-direction
0.8,0.27822325,random-direction
0.8,0.25227788,random-direction
0.8,0.46808943,random-direction
0.8,0.29622334,random-direction
0.8,0.2896899,random-direction
0.8,0.26972902,random-direction
0.8,0.38220143,random-direction
0.8,0.32053605,random-direction
0.8,0.31297484,random-direction
0.8,0.29181617,random-direction
0.8,0.38733846,random-direction
0.8,0.31675935,random-direction
0.8,0.37191486,random-direction
0.8,0.282491,random-direction
0.8,0.3318339,random-direction
0.8,0.34458527,random-direction
0.8,0.43644565,random-direction
0.8,0.2319633,random-direction
0.8,0.3123315,random-direction
0.8,0.49448282,random-direction
0.8,0.24896339,random-direction
0.8,0.28161308,random-direction
0.8,0.39507353,random-direction
0.8,0.2810251,random-direction
0.8,0.351803,random-direction
0.8,0.25528046,random-direction
0.8,0.2493124,random-direction
0.8,0.28994805,random-direction
0.8,0.21680585,random-direction
0.8,0.24621883,random-direction
0.8,0.21652615,random-direction
0.8,0.3750316,random-direction
0.8,0.23825796,random-direction
0.8,0.28924894,random-direction
0.8,0.38562077,random-direction
0.8,0.24948952,random-direction
0.8,0.6089149,random-direction
0.8,0.32039833,random-direction
0.8,0.2910356,random-direction
0.8,0.27902877,random-direction
0.8,0.3966387,random-direction
0.8,0.41912833,random-direction
0.8,0.29123402,random-direction
0.8,0.31214637,random-direction
0.8,0.4163657,random-direction
0.8,0.2796802,random-direction
0.8,0.32160017,random-direction
0.8,0.365511,random-direction
0.8,0.45582372,random-direction
0.8,0.3108449,random-direction
